elbow_angle_left,elbow_angle_right,shoulder_angle_left,shoulder_angle_right,head_pitch,head_yaw,mouth_open_ratio,wrist_face_distance,shoulder_distance,phone_detected,label,behavior
84.714,100.1763,23.0893,18.7625,35.711,0.7921,0.0243,0.3547,0.3624,0,2,Looking Down
89.7311,85.7689,21.4633,5.1701,33.6972,-0.8735,0.074,0.3462,0.3219,0,2,Looking Down
83.8128,63.9195,5,38.1807,15.0203,15.6518,0.0709,0.6417,0.3996,0,1,Distracted
77.9771,69.7922,24.1664,13.5693,8.4225,-15,0.0375,0.5671,0.4237,0,1,Distracted
69.2137,63.1775,22.7011,46.3169,36.9954,11.0031,0.0318,0.227,0.3498,1,4,Using Phone
72.2958,86.158,8.9349,21.3475,5.4351,-17.4412,0.1722,0.6504,0.3776,0,3,Talking
103.4135,63.5052,15.8836,24.9261,-10,-15,0.0738,0.6492,0.4432,0,1,Distracted
70.5002,96.536,34.0794,20.0617,17.0481,17.6524,0.0197,0.2853,0.3534,1,4,Using Phone
75.9191,69.6532,10.0076,42.5707,31.6064,-0.2796,0.0396,0.2058,0.3832,1,4,Using Phone
115.9438,109.8096,12.6923,22.4563,29.5901,5.0047,0.0333,0.3754,0.3848,0,2,Looking Down
105.3845,114.6302,22.7848,22.3946,10.7796,-20.6166,0.1555,0.618,0.3264,0,1,Distracted
74.3027,65.098,18.6473,24.4122,14.1788,18.231,0,0.2116,0.3644,1,4,Using Phone
65.6829,66.504,28.7631,34.5229,19.7377,15.2375,0.067,0.2728,0.3416,1,4,Using Phone
89.3781,89.3911,8.7252,9.3727,6.9673,0.5154,0,0.6316,0.3159,0,0,Attentive
95.7495,92.8904,22.6166,15.3435,33.1924,-10.5606,0.0328,0.5028,0.3277,0,2,Looking Down
68.5815,69.9139,8,40.3987,24.2881,3.2078,0.094,0.1123,0.2908,1,4,Using Phone
93.2502,70.4497,16.2491,28.1299,-3.3215,-48.3423,0,0.5402,0.3585,0,1,Distracted
111.4451,126.0616,12.6212,13.4449,20.4885,3.5341,0.0453,0.3878,0.3624,0,2,Looking Down
72.2617,76.0518,28.0866,24.1169,22.3893,-1.2345,0.0325,0.223,0.3106,1,4,Using Phone
88.6671,68.3038,7.0769,9.8447,-0.4581,-5.619,0.03,0.6734,0.3425,0,0,Attentive
88.8163,85.6146,3.585,14.9813,2.0375,-9.3395,0.0372,0.7701,0.384,0,0,Attentive
82.8839,68.9691,13.1771,3.8037,5.3596,1.6643,0.0908,0.5453,0.2292,0,0,Attentive
97.5464,70.2188,9.7615,21.0132,7.4724,-17.1317,0.0506,0.5061,0.396,0,1,Distracted
85.4657,75.8562,11.7889,12.8039,11.4983,6.3228,0.0087,0.575,0.3706,0,0,Attentive
79.2545,82.2194,16.6982,21.0597,9.4879,-11.2974,0.1693,0.7253,0.3759,0,3,Talking
78.8174,83.1055,7.5732,10.4094,18.888,-11.2036,0.0706,0.521,0.3311,0,0,Attentive
100.3629,75.2168,10.3563,3.5325,0.8258,-5.5088,0.0872,0.6183,0.3927,0,0,Attentive
83.0659,87.679,10.3947,22.2845,5.0843,21.2487,0.144,0.7134,0.2372,0,3,Talking
82.8631,62.6083,12.5039,11.1956,4.393,15,0.0676,0.5964,0.3473,0,1,Distracted
95.2213,80.2674,12.7355,8.989,3.6939,6.5927,0.0748,0.7151,0.4022,0,0,Attentive
94.3616,86.0744,10.398,12.7703,-0.1702,0.1802,0,0.7201,0.2875,0,0,Attentive
76.5727,80.0098,19.5702,9.0466,6.3046,5.2204,0.0649,0.662,0.3646,0,0,Attentive
88.6421,97.8141,22.2497,17.8159,34.6802,2.2495,0.095,0.2776,0.3251,0,2,Looking Down
64.7577,82.712,15.5048,19.7917,-2.3773,2.9802,0.036,0.6415,0.4558,0,0,Attentive
98.1633,87.687,22.1125,18.3106,11.0525,15,0.1022,0.4805,0.3543,0,1,Distracted
86.5639,84.2092,12.1799,0,9.0924,0.7571,0.0433,0.8137,0.323,0,0,Attentive
80.0977,81.8984,11.4293,11.6723,8.9513,12.0612,0.0447,0.5861,0.2948,0,0,Attentive
99.3857,65.9114,28.6467,20.5516,14.2083,4.5895,0,0.3012,0.2508,1,4,Using Phone
84.2263,80.6406,11.9957,9.8118,11.6198,0.6854,0.0545,0.6209,0.3477,0,0,Attentive
78.4853,61.39,17.2754,24.143,16.6803,-2.3426,0.0445,0.2264,0.3907,1,4,Using Phone
75.3241,74.0631,26.5492,25.4459,27.3181,-7.9146,0.0963,0.0877,0.2968,1,4,Using Phone
70.7415,79.462,25.3286,11.3422,31.0583,-6.0236,0.0375,0.2924,0.3257,1,4,Using Phone
87.0854,80.5976,6.6419,9.8722,12.0364,3.2616,0.0389,0.7117,0.2361,0,0,Attentive
92.8593,77.9361,10.2336,19.774,9.2504,22.4134,0.3338,0.7508,0.3676,0,3,Talking
78.7299,79.4757,5.419,5.8409,4.5969,-4.2946,0.0705,0.769,0.3268,0,0,Attentive
79.7699,80.2347,16.8722,0,23.8265,6.3363,0.0567,0.6456,0.3614,0,0,Attentive
102.1338,66.2332,12.0051,20.2277,-4.4157,46.8465,0.0373,0.6832,0.3505,0,1,Distracted
93.8705,93.2859,14.4748,22.6507,8.8228,21.307,0.2233,0.6726,0.3626,0,3,Talking
63.3946,86.5857,34.5045,34.4546,18.0407,2.3,0.0525,0.211,0.3156,1,4,Using Phone
88.1118,87.0118,9.0287,6.221,11.2922,9.9324,0.0355,0.601,0.3696,0,0,Attentive
94.7518,69.3912,10.7179,0.9101,9.5583,-0.5668,0.0626,0.5809,0.4012,0,0,Attentive
76.5354,66.4898,30.3679,32.3008,29.189,10.9428,0.0188,0.1833,0.3638,1,4,Using Phone
86.9858,81.3251,5.7508,14.1517,-0.1365,0.4294,0.0357,0.6883,0.3633,0,0,Attentive
80.1045,72.2691,2.8056,22.5257,0.9522,15.9703,0.2104,0.701,0.3428,0,3,Talking
119.3235,88.7252,5.5336,24.9445,32.7722,-8.0675,0,0.523,0.3866,0,2,Looking Down
86.4613,68.8967,13.7219,24.3598,-6.9781,-40.3713,0.0334,0.6722,0.2765,0,1,Distracted
109.6669,111.7099,20.0709,8.6758,37.823,-2.163,0,0.5082,0.414,0,2,Looking Down
124.6187,72.2783,17.1493,29.9647,18.6254,-15,0,0.5378,0.3691,0,1,Distracted
100.959,103.8512,12.0971,25.7843,30.6841,-13.7257,0.0121,0.3597,0.3271,0,2,Looking Down
79.7937,66.0939,22.3993,10.1292,10.1757,-25.054,0.2534,0.669,0.3254,0,3,Talking
98.0553,114.3421,16.1583,22.1508,31.6748,-0.3604,0.027,0.4314,0.293,0,2,Looking Down
97.4864,49.6159,16.6369,15.4974,11.6245,-37.853,0,0.5978,0.3961,0,1,Distracted
87.9383,99.7055,8.8827,8.2534,4.8835,-1.8191,0.074,0.5207,0.3079,0,0,Attentive
94.2642,81.4816,13.6504,5.6234,-2.1097,25.729,0.222,0.5894,0.3453,0,3,Talking
58.465,45.8832,20.6076,37.0859,24.1186,0.4131,0.0805,0.2939,0.3442,1,4,Using Phone
99.3904,101.9278,25.2981,11.6871,43.5004,1.9609,0.0618,0.3497,0.3815,0,2,Looking Down
77.641,64.2134,34.3985,22.0055,11.257,-15.5092,0.0288,0.7082,0.2725,0,1,Distracted
75.9127,69.2342,16.3539,34.845,-10,-39.4698,0.0225,0.4628,0.399,0,1,Distracted
88.7717,100.0562,16.7271,17.9659,1.9327,-5.9376,0.0462,0.6545,0.3938,0,0,Attentive
108.6213,72.5239,23.7761,9.6461,-7.7759,19.903,0.2047,0.5312,0.2827,0,3,Talking
97.9247,75.1252,7.0377,9.868,6.681,-4.8576,0.0627,0.6121,0.3494,0,0,Attentive
88.587,87.8339,9.3994,24.9731,33.8762,30,0.0711,0.1979,0.2996,1,4,Using Phone
69.7437,63.7469,29.9083,15.846,16.5704,17.995,0.0463,0.1475,0.2804,1,4,Using Phone
84.0373,76.1206,22.659,16.9886,32.5285,4.6711,0.0785,0.2794,0.3077,0,2,Looking Down
98.6369,95.409,12.6006,22.1502,31.4969,3.1074,0.0092,0.2719,0.355,0,2,Looking Down
107.9565,94.4767,25.1596,16.7873,-2.0902,13.3333,0.2262,0.5699,0.3057,0,3,Talking
66.1818,66.8078,13.7946,21.1191,25.4222,7.7706,0.0037,0.3924,0.3506,1,4,Using Phone
96.7592,76.2416,18.2943,5,10.9612,26.61,0.0771,0.5289,0.3208,0,1,Distracted
117.7678,82.0364,14.4052,5.6751,-1.8574,-33.2153,0.1887,0.7735,0.3003,0,3,Talking
50.9321,62.7392,20.5072,15.4057,27.9967,10.0169,0.0436,0.1446,0.3382,1,4,Using Phone
72.1856,86.3173,24.6423,17.9111,10,14.1044,0.0574,0.1812,0.381,1,4,Using Phone
108.63,121.8373,19.3353,25.1911,25.3248,19.619,0.0995,0.401,0.3455,0,2,Looking Down
71.1876,66.6747,6.781,38.7288,4.8205,24.3046,0.0835,0.6962,0.3873,0,1,Distracted
122.3686,74.3028,14.4032,18.325,41.6386,-13.0912,0.0981,0.4109,0.3262,0,2,Looking Down
89.3405,81.2927,7.6714,11.2098,-6.4797,-10.3495,0.0331,0.569,0.3626,0,0,Attentive
84.8443,93.8478,20.5492,31.4,3.8686,-9.6465,0.2709,0.7693,0.3371,0,3,Talking
105.3351,105.206,13.9751,11.0167,50.0254,-3.8719,0.061,0.2714,0.3188,0,2,Looking Down
83.1233,73.677,7.8968,8.2864,0.1863,-0.9677,0.0621,0.8009,0.357,0,0,Attentive
97.9175,104.9896,14.9938,21.8394,36.2224,-5.8584,0.0634,0.4042,0.3718,0,2,Looking Down
81.6078,86.4569,27.7796,26.9823,32.904,-13.7686,0.0292,0.302,0.3771,0,2,Looking Down
85.1797,89.377,4.0959,15.5716,9.2923,4.3091,0.0632,0.6516,0.3769,0,0,Attentive
112.8602,103.5427,14.5644,19.9038,28.0836,3.9134,0.0046,0.3977,0.3458,0,2,Looking Down
111.0765,104.8731,13.4868,10.6784,18.3176,1.5035,0.0572,0.4521,0.3253,0,2,Looking Down
92.2095,64.7926,22.9196,26.0775,11.4936,28.983,0.1774,0.4972,0.2545,0,1,Distracted
61.1989,69.8679,18.8382,29.3482,27.4533,29.0431,0.0838,0.2346,0.3152,1,4,Using Phone
89.833,103.4291,2.6028,16.2962,11.8786,-5.8403,0.0802,0.6769,0.3409,0,0,Attentive
93.6031,93.797,24.3194,29.7566,7.6148,-15,0.0522,0.706,0.3374,0,1,Distracted
79.3113,108.3259,29.3322,27.1308,28.3652,-2.3235,0.0533,0.4653,0.3541,0,2,Looking Down
65.4912,68.6275,22.02,14.874,-6.4146,-25.832,0.0945,0.4305,0.381,0,1,Distracted
57.9983,83.0007,35.5838,17.9679,20.5156,10.133,0.0765,0.3166,0.2726,1,4,Using Phone
93.7102,81.9896,10.0941,4.1417,15.1743,11.3837,0.0547,0.7319,0.357,0,0,Attentive
63.2215,62.5836,31.7622,17.9123,10,-5.7368,0.0059,0.3017,0.3406,1,4,Using Phone
76.328,76.3249,19.8994,26.1826,10,15.6558,0.0575,0.2173,0.3408,1,4,Using Phone
80.3633,76.2984,23.6327,22.3507,20.3021,10.0662,0.0268,0.1367,0.3855,1,4,Using Phone
88.0729,113.835,35.2052,23.1464,38.8517,-1.9668,0,0.449,0.3528,0,2,Looking Down
79.0656,91.7167,18.5317,19.0804,18.1421,9.2133,0.0369,0.403,0.346,0,2,Looking Down
81.1721,75.9174,32.6469,18.5219,15.5568,10.1622,0.004,0.2038,0.3501,1,4,Using Phone
76.0881,81.4143,16.9735,18.1955,7.1906,21.6816,0.2204,0.5691,0.366,0,3,Talking
93.4817,107.0773,11.9621,7.4552,4.8466,-10.6145,0.0292,0.6173,0.329,0,0,Attentive
89.7123,107.2444,18.2175,21.3953,3.8014,23.4053,0.1722,0.5833,0.364,0,3,Talking
91.5309,96.8727,8.101,20.6976,39.9784,1.0839,0.0862,0.5067,0.3611,0,2,Looking Down
91.2515,87.1796,20.3656,16.111,21.5796,19.2266,0.0353,0.2745,0.3883,1,4,Using Phone
103.9694,101.0184,25.485,22.5029,30.5259,-2.147,0.0424,0.4388,0.3407,0,2,Looking Down
78.8937,85.3035,13.4166,8.9534,11.4379,14.1832,0.0264,0.5395,0.3622,0,0,Attentive
100.6582,81.4401,21.0371,17.5511,3.9595,45.0288,0.0223,0.7615,0.3239,0,1,Distracted
41.222,53.0988,8,41.8967,23.7163,2.6028,0.0636,0.2314,0.3648,1,4,Using Phone
99.5852,110.8686,38.765,8.7994,29.1695,-9.4437,0.0878,0.353,0.2723,0,2,Looking Down
71.0403,78.9159,37.2328,33.9402,30.961,11.5414,0.0738,0.2328,0.2916,1,4,Using Phone
93.5149,112.2133,15.3074,19.0408,-5.7055,11.4003,0.148,0.7219,0.2479,0,3,Talking
73.525,73.9192,20.8935,31.2699,10.8152,8.0448,0.0667,0.2027,0.3317,1,4,Using Phone
66.3529,59.0842,34.8972,35.4977,14.9271,8.7697,0.0457,0.218,0.3426,1,4,Using Phone
90.3665,79.815,26.0179,34.482,-10,15,0.1124,0.5723,0.3064,0,1,Distracted
64.9387,68.3843,24.8667,22.1924,23.8869,19.2121,0.0157,0.2493,0.3469,1,4,Using Phone
83.2766,64.6162,5,22.8275,21.3366,-28.3283,0.0591,0.6322,0.3394,0,1,Distracted
89.8731,96.2506,3.9594,8.7449,12.5214,8,0.2116,0.7138,0.3463,0,3,Talking
108.7508,99.0019,31.0187,5,18.6221,5.4531,0.0404,0.4484,0.3326,0,2,Looking Down
102.417,81.4616,15.9673,17.0729,-0.5289,29.6064,0.153,0.6409,0.3598,0,3,Talking
91.9967,84.2167,16.6206,24.2053,-0.4178,21.2213,0.2158,0.6542,0.3238,0,3,Talking
133.7726,72.2378,8.9586,24.1841,-10,-23.8965,0.0606,0.6795,0.3887,0,1,Distracted
51.4611,42.8874,26.5702,35.5004,24.7531,14.9888,0.0975,0.2397,0.3351,1,4,Using Phone
71.0978,68.7264,21.1904,26.3282,29.9717,17.1115,0.0606,0.256,0.3909,1,4,Using Phone
105.0868,102.0534,15.7527,6.0488,-4.3554,18.121,0.2402,0.59,0.3308,0,3,Talking
94.7666,77.9858,18.5602,1.2618,7.6086,2.8526,0.0261,0.684,0.4012,0,0,Attentive
104.6542,74.5673,11.6877,27.3431,1.4561,8,0.2078,0.6308,0.2453,0,3,Talking
78.7801,74.1614,30.5741,15.7173,33.454,6.5842,0.017,0.1936,0.4394,1,4,Using Phone
90.7725,83.1531,17.2663,3.307,9.1575,-3.6352,0.1016,0.8094,0.3193,0,0,Attentive
79.7019,92.4506,26.5503,11.712,-3.7073,-55.726,0.13,0.5968,0.3529,0,1,Distracted
72.9352,80.361,25.2332,16.8008,16.2595,9.9641,0.087,0.2457,0.3091,1,4,Using Phone
87.466,95.9677,25.4996,29.4046,18.3242,17.0634,0.0135,0.08,0.3084,1,4,Using Phone
126.8911,105.7172,18.7739,31.3216,44.7345,-1.1628,0.0504,0.321,0.3241,0,2,Looking Down
83.4577,71.1357,17.4429,27.5133,-0.4691,21.7152,0.0594,0.615,0.3449,0,1,Distracted
81.4837,79.6367,14.4779,17.4052,-5.6181,22.401,0.172,0.6186,0.3486,0,3,Talking
117.0422,107.1054,14.3466,25.7568,29.4382,-2.2969,0.0531,0.3407,0.3162,0,2,Looking Down
82.5062,97.5056,16.7655,8.6565,10.8393,8,0.2671,0.5188,0.4254,0,3,Talking
117.0913,115.0036,18.7772,30.9335,6.8568,30.9866,0.0463,0.6195,0.3669,0,1,Distracted
88.1844,106.8537,14.2121,30.1333,22.2315,-0.9053,0.0233,0.321,0.3597,0,2,Looking Down
101.7538,64.8204,15.4541,15.7507,2.9216,-44.1825,0.0921,0.6862,0.2692,0,1,Distracted
72.0516,52.5974,5,27.768,0.6385,60,0.0202,0.5079,0.3117,0,1,Distracted
106.0388,127.6676,11.8753,26.5806,19.5076,1.2588,0.0693,0.2342,0.3218,0,2,Looking Down
81.1289,82.4372,12.1208,12.6142,1.5578,-0.1461,0.1143,0.7882,0.3675,0,0,Attentive
94.9751,84.504,14.7572,8.1675,-5.2232,-5.5468,0.0969,0.6281,0.3403,0,0,Attentive
91.9704,74.2322,10.6319,19.6946,-1.002,-4.0665,0.0654,0.6644,0.364,0,0,Attentive
96.6899,86.0968,5.4748,15.8873,37.1812,10.0496,0.0756,0.3347,0.2839,0,2,Looking Down
90.098,102.7149,28.9435,10.6455,28.7988,-13.86,0.0282,0.4027,0.2958,0,2,Looking Down
80.3309,63.9077,14.2722,11.5435,32.5288,2.3593,0.0402,0.2993,0.2754,1,4,Using Phone
106.1043,65.5373,15.6171,28.1523,0.7809,24.9387,0.076,0.6785,0.2511,0,1,Distracted
74.9604,89.2338,19.5437,21.4436,12.3736,41.562,0.235,0.567,0.3681,0,3,Talking
90.4965,96.7323,4.4421,9.8209,1.8113,-9.4072,0.0604,0.8509,0.2764,0,0,Attentive
85.1,107.9472,1.657,15.2936,3.9632,4.6315,0.0632,0.5913,0.3592,0,0,Attentive
62.5345,88.4264,35.3883,29.9123,36.6318,27.8588,0.0447,0.1715,0.2654,1,4,Using Phone
95.6454,106.7006,10.2454,15.6939,3.2361,20.1111,0.1327,0.6289,0.2929,0,3,Talking
104.3669,78.1141,20.4614,13.2358,-2.046,46.5847,0.0306,0.7656,0.3278,0,1,Distracted
82.1867,115.3394,19.5132,18.4533,37.1744,3.3786,0.0061,0.3943,0.3166,0,2,Looking Down
113.8563,128.409,16.9779,9.6725,26.7442,0.112,0.0569,0.3527,0.3922,0,2,Looking Down
99.9511,99.5049,25.998,5,32.6746,-2.3199,0.0148,0.3406,0.3214,0,2,Looking Down
87.1433,66.3888,15.751,26.6348,16.2962,17.4623,0.064,0.6338,0.2904,0,1,Distracted
109.5391,116.1896,28.4654,23.7641,30.0949,-7.8463,0.0622,0.5344,0.3437,0,2,Looking Down
96.0852,76.8674,16.3496,25.2141,1.7559,-19.0356,0.2054,0.4349,0.3508,0,3,Talking
81.1241,87.3694,27.9544,22.0378,28.969,-4.0728,0.0546,0.3321,0.3422,0,2,Looking Down
85.5832,96.7913,30.23,21.3516,-3.0676,15,0.0011,0.4626,0.4089,0,1,Distracted
108.3669,95.8297,10.7476,30.2499,39.7316,1.2441,0.0021,0.3016,0.3343,0,2,Looking Down
88.8883,72.6216,15.4135,7.6444,4.4382,7.9548,0.0114,0.5382,0.3267,0,0,Attentive
125.4947,66.7142,18.563,33.8056,30.9748,6.0273,0.043,0.3466,0.2403,0,2,Looking Down
84.2198,91.8077,36.1728,31.8815,13.9653,6.7288,0.0563,0.1821,0.3631,1,4,Using Phone
70.4826,82.4484,18.1862,13.304,-0.5386,-28.4014,0.1,0.7189,0.3282,0,3,Talking
120.2838,81.1677,11.9536,8.8766,10.6673,15.0178,0.1765,0.6766,0.2948,0,3,Talking
77.1173,57.9747,19.7992,21.3845,17.1725,22.2302,0,0.2594,0.2883,1,4,Using Phone
69.3877,106.0624,26.03,15.1315,10.9376,13.5866,0.108,0.5592,0.4192,0,3,Talking
94.5881,103.5274,13.8197,19.5363,18,5.047,0.0929,0.6234,0.3336,0,2,Looking Down
83.5177,83.9614,10.2191,9.265,10.7833,13.2631,0.0333,0.5404,0.3465,0,0,Attentive
73.99,86.3162,29.1246,15.7786,1.036,-21.9339,0.2658,0.5835,0.3701,0,3,Talking
79.7351,82.5702,3.2706,5.9037,2.1427,5.2463,0.0579,0.6655,0.384,0,0,Attentive
95.5112,104.4384,10.5101,22.7747,4.6524,25.3097,0.2312,0.7237,0.3589,0,3,Talking
98.8446,40,28.9311,16.0981,10.4925,33.8929,0.0249,0.666,0.3207,0,1,Distracted
66.8839,74.6543,31.5646,33.0225,35.487,7.3645,0.0091,0.2415,0.4154,1,4,Using Phone
102.1637,88.5264,15.2735,29.9603,29.5879,3.0029,0.0365,0.3054,0.3674,0,2,Looking Down
111.3777,96.3285,10.1082,30.1955,29.2373,13.8426,0,0.4156,0.4067,0,2,Looking Down
106.4772,96.0816,10.6326,21.6191,18,0.3177,0,0.4369,0.293,0,2,Looking Down
88.4071,85.1532,6.7926,12.4394,15.8261,-1.1454,0.0716,0.5465,0.3117,0,0,Attentive
74.6394,82.3137,18.3451,8.702,-4.0189,-1.4745,0.0418,0.4342,0.3478,0,0,Attentive
72.0747,92.7469,9.6696,24.7215,19.4755,17.5724,0.0606,0.2554,0.3538,1,4,Using Phone
82.8447,90.7403,17.5118,10.3705,14.7717,-8.2806,0,0.6456,0.3654,0,0,Attentive
86.8722,83.0118,16.0027,10.7018,-6.8024,-6.7031,0.0444,0.6748,0.3477,0,0,Attentive
93.2736,79.4789,22.5965,24.4631,15.3391,17.0536,0.067,0.1891,0.2983,1,4,Using Phone
55.5816,53.9593,28.5791,21.7491,20.6733,7.1225,0.0956,0.2957,0.2905,1,4,Using Phone
63.4521,79.3442,28.7231,25.3459,14.7807,6.1451,0,0.2341,0.3411,1,4,Using Phone
71.3411,76.0678,16.1791,9.2205,1.7103,0.9601,0.0651,0.7394,0.4079,0,0,Attentive
74.2428,78.7897,20.9138,25.7037,29.2837,4.3178,0.1001,0.1369,0.4176,1,4,Using Phone
86.2837,94.8062,11.0045,27.0209,2.7639,-23.1003,0.0526,0.5154,0.3393,0,1,Distracted
99.9582,98.2596,19.0265,23.2648,22.7737,7.4731,0.053,0.3744,0.394,0,2,Looking Down
68.451,58.3668,22.8377,49.7736,10,6.2357,0.0076,0.2275,0.2919,1,4,Using Phone
79.7287,79.78,11.1561,10.8385,-4.6779,-9.0064,0.1702,0.6673,0.3348,0,3,Talking
76.8418,52.3796,24.4468,20.0416,6.1259,13.1414,0.2457,0.5637,0.3582,0,3,Talking
54.1452,81.8382,25.963,26.7199,15.4164,-1.708,0.0789,0.2225,0.3763,1,4,Using Phone
93.6624,83.399,12.7066,9.9017,7.6092,-10.6361,0.271,0.6366,0.3482,0,3,Talking
84.4865,76.9152,7.4239,17.651,8.9896,-5.5474,0.0021,0.6238,0.3415,0,0,Attentive
77.9746,79.2973,22.0533,21.1571,10,14.1858,0.0825,0.317,0.3522,1,4,Using Phone
89.4016,53.9364,16.9266,26.1549,18.3869,-17.9266,0,0.6817,0.271,0,1,Distracted
51.2575,64.3849,15.8276,19.6627,22.2658,12.8699,0.1034,0.1878,0.371,1,4,Using Phone
106.7483,98.6679,27.1136,18.7797,0.4201,28.5867,0.218,0.6377,0.3483,0,3,Talking
96.9154,103.3306,12.5352,12.0245,35.5056,-3.5489,0.0144,0.3485,0.358,0,2,Looking Down
76.7998,79.0377,16.2737,12.5779,16.7583,17.5328,0,0.7328,0.3148,0,1,Distracted
75.4303,91.5002,16.7812,9.6399,11.0212,2.1698,0.0306,0.6789,0.4115,0,0,Attentive
116.3116,98.2343,14.747,26.9919,30.6275,1.464,0.015,0.2626,0.3394,0,2,Looking Down
76.794,93.8066,15.3069,12.66,7.17,10.5671,0.05,0.5555,0.368,0,0,Attentive
72.0598,89.9874,24.619,13.0328,-4.0289,-16.9841,0.1701,0.6676,0.3441,0,3,Talking
96.1804,93.5006,19.3039,15.335,33.8939,1.5785,0.0632,0.3159,0.3164,0,2,Looking Down
90.0859,115.6923,9.7941,12.773,2.6898,12.5012,0.2859,0.4303,0.3288,0,3,Talking
68.205,82.4647,15.0947,32.9711,36.8607,9.5178,0.0197,0.2117,0.2509,1,4,Using Phone
112.3653,115.4976,22.456,22.3339,31.7129,3.913,0.0417,0.4,0.3779,0,2,Looking Down
89.6568,83.1881,5.2028,8.139,11.5325,11.3075,0.0963,0.6109,0.3052,0,0,Attentive
87.372,94.2936,10.453,5.3346,38.1437,-10.3684,0.0346,0.4602,0.3054,0,2,Looking Down
97.4531,91.0466,8.4024,5,11.8641,-15.0616,0,0.6145,0.3797,0,1,Distracted
81.0845,93.3533,13.4095,19.2335,8.5036,-2.1558,0.0677,0.7387,0.3828,0,0,Attentive
101.7636,87.2215,16.4554,21.9016,11.947,-15.5957,0.236,0.7543,0.265,0,3,Talking
98.2918,85.1671,11.1535,3.6992,1.3018,-2.2512,0.0405,0.7525,0.3723,0,0,Attentive
77.2135,52.5541,11.3383,8.934,5.0941,44.2858,0.2617,0.8389,0.3728,0,3,Talking
96.7071,105.2794,22.5294,18.9673,9.4119,9.3468,0.1299,0.6326,0.3527,0,3,Talking
90.0605,101.4424,23.6065,21.6775,33.6603,3.47,0,0.4509,0.3032,0,2,Looking Down
72.3597,74.1333,34.4498,24.2308,28.0335,15.4709,0.0114,0.3084,0.2832,1,4,Using Phone
111.1151,95.368,21.4568,11.7123,33.4876,-6.0955,0.0357,0.4702,0.3616,0,2,Looking Down
80.7202,78.8448,22.6085,36.1104,19.1556,22.0764,0.063,0.219,0.3045,1,4,Using Phone
99.3586,97.8509,15.0382,4.3069,10.2562,-12.6699,0.1928,0.805,0.3219,0,3,Talking
105.9596,107.6212,23.2014,5,23.0649,-0.2375,0.0546,0.4614,0.3358,0,2,Looking Down
60.5469,60.5939,22.1626,23.9306,21.9273,2.9281,0.0434,0.1146,0.3524,1,4,Using Phone
70.1538,55.9781,18.675,22.7415,14.4504,5.9599,0.0451,0.2441,0.378,1,4,Using Phone
77.8123,85.2254,9.9544,15.4295,7.8482,-0.1502,0.0745,0.7612,0.3723,0,0,Attentive
67.5119,80.9893,36.2848,8.2239,9.8868,-13.3124,0.2505,0.6723,0.3952,0,3,Talking
95.3078,93.0269,2,17.0986,-6.9338,23.1706,0.3085,0.5459,0.3395,0,3,Talking
86.7517,82.117,21.1713,29.292,28.521,-12.046,0.0652,0.5349,0.3042,0,2,Looking Down
69.5454,79.8516,24.7139,22.7269,26.2205,14.8322,0.0002,0.2253,0.4374,1,4,Using Phone
117.9469,115.3412,11.9919,28.2655,24.7885,-14.9336,0.0273,0.4318,0.3115,0,2,Looking Down
82.4771,65.9006,28.7306,36.3781,23.759,9.0962,0.0558,0.2238,0.3898,1,4,Using Phone
86.6709,69.3226,3.3591,10.9843,9.4308,1.0282,0.0465,0.6259,0.2909,0,0,Attentive
118.677,111.1947,5,32.6316,36.3581,16.0513,0.0771,0.5263,0.3651,0,2,Looking Down
91.7592,104.6196,26.3885,28.9675,42.557,-0.5396,0.0758,0.3726,0.3661,0,2,Looking Down
83.2925,96.9258,10.7433,8.3146,1.3196,-1.8148,0.0384,0.6636,0.3564,0,0,Attentive
94.3635,45.067,9.0301,29.4353,3.9429,-18.7152,0.0057,0.492,0.2389,0,1,Distracted
88.814,66.3131,14.1533,27.5693,0.8585,23.9429,0.1468,0.4576,0.2474,0,1,Distracted
97.2865,98.0925,19.0207,11.5184,7.2873,-20.4724,0.228,0.5711,0.3301,0,3,Talking
109.2827,94.0515,18.9867,15.5911,18.6445,-6.8595,0.0459,0.426,0.3359,0,2,Looking Down
75.9584,70.2103,24.4211,19.3292,7.7158,-22.7107,0.23,0.7369,0.3256,0,3,Talking
95.3677,89.0109,21.9969,5,28.5257,-1.6467,0,0.3257,0.3624,0,2,Looking Down
75.2409,81.3611,10.9841,14.6641,-5.204,20.5302,0.302,0.6425,0.3824,0,3,Talking
92.2405,80.4621,18.0574,5.3082,6.2839,-51.5504,0.0456,0.5272,0.3587,0,1,Distracted
81.3483,57.6635,25.55,10.4197,13.2965,13.0571,0.0203,0.1873,0.3597,1,4,Using Phone
94.2461,102.8313,2,19.117,-4.8639,-17.942,0.2013,0.6729,0.3591,0,3,Talking
69.4239,99.1317,24.6258,30.7269,1.2965,23.2007,0.0027,0.5475,0.3647,0,1,Distracted
72.4945,92.0649,9.6108,9.0976,24.1586,1.7925,0.0274,0.6159,0.3959,0,0,Attentive
65.3752,72.0045,27.2823,27.5762,12.6095,-3.4067,0.0323,0.2437,0.3109,1,4,Using Phone
72.3063,66.158,20.6777,17.5364,16.978,7.1946,0.0354,0.1805,0.424,1,4,Using Phone
